"Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Length","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000073468","ENSMUSG00000073468","Sft2d1","ENSMUSG00000073468","106489","protein_coding",16341,2.44375362125,3.170227607375,22.0617754708787,3.40362733154093e-08,0.000454081409338379,8.86309621419158
"ENSMUSG00000041801","ENSMUSG00000041801","Phlda3","ENSMUSG00000041801","27280","protein_coding",3018,-3.4815086235,8.21902068275,-20.1583889886254,6.71007609799021e-08,0.000454081409338379,8.40184424886425
"ENSMUSG00000042523","ENSMUSG00000042523","Dnal1","ENSMUSG00000042523","105000","protein_coding",33133,1.87035228775,2.907567966875,19.8823089667804,7.44233079116661e-08,0.000454081409338379,8.32863624963092
"ENSMUSG00000046643","ENSMUSG00000046643","Or10j3","ENSMUSG00000046643","258880","protein_coding",8529,-2.276992792,3.1217287085,-18.9011002438387,1.08794545473528e-07,0.000472647846054557,8.0540283289562
"ENSMUSG00000017412","ENSMUSG00000017412","Cacnb4","ENSMUSG00000017412","12298","protein_coding",248507,1.80722489925,3.035719741625,18.4740769241914,1.29110534870672e-07,0.000472647846054557,7.92705383724345
"ENSMUSG00000048027","ENSMUSG00000048027","Rgmb","ENSMUSG00000048027","68799","protein_coding",27852,2.39224627,3.4555362085,17.4170202323868,2.00614820876139e-07,0.000590587571035191,7.59144618144117
"ENSMUSG00000000435","ENSMUSG00000000435","Myf5","ENSMUSG00000000435","17877","protein_coding",3227,2.5560537255,3.23493978225,17.1427800452204,2.25858446090818e-07,0.000590587571035191,7.49908980626496
"ENSMUSG00000046541","ENSMUSG00000046541","Zfp526","ENSMUSG00000046541","210172","protein_coding",6083,-1.456265457,2.8219372905,-15.8388395690631,4.07232760702686e-07,0.000770697355947587,7.02704058389446
"ENSMUSG00000090112","ENSMUSG00000090112","Shprh","ENSMUSG00000090112","268281","protein_coding",68169,-1.4351290465,2.8835882175,-15.7664642218056,4.2133953755361e-07,0.000770697355947587,6.99914191338785
"ENSMUSG00000036136","ENSMUSG00000036136","Fam110c","ENSMUSG00000036136","104943","protein_coding",6391,-3.32354447325,3.983939073375,-15.5739311264358,4.61626094787961e-07,0.000770697355947587,6.92400243631525
"ENSMUSG00000045009","ENSMUSG00000045009","Prrt3","ENSMUSG00000045009","210673","protein_coding",8293,-1.5701975805,2.952264995,-15.3569090414658,5.12332904023296e-07,0.000770697355947587,6.83766560792088
"ENSMUSG00000053461","ENSMUSG00000053461","Hhipl2","ENSMUSG00000053461","78772","protein_coding",18571,-1.7162580515,2.83574987025,-15.3235051831069,5.20681928993977e-07,0.000770697355947587,6.82421962576114
"ENSMUSG00000023868","ENSMUSG00000023868","Pde10a","ENSMUSG00000023868","23984","protein_coding",461277,2.3972095745,3.307605623,15.2206437928107,5.47370281212775e-07,0.000770697355947587,6.78254811272025
